item_name,date,price
2020 RMR Challengers,2025-01-10 01:00:00,0.223
2020 RMR Challengers,2025-01-11 01:00:00,0.229
2020 RMR Challengers,2025-01-12 01:00:00,0.222
2020 RMR Challengers,2025-01-13 01:00:00,0.219
2020 RMR Challengers,2025-01-14 01:00:00,0.212
2020 RMR Challengers,2025-01-15 01:00:00,0.217
2020 RMR Challengers,2025-01-16 01:00:00,0.231
2020 RMR Challengers,2025-01-17 01:00:00,0.224
2020 RMR Challengers,2025-01-18 01:00:00,0.227
2020 RMR Challengers,2025-01-19 01:00:00,0.224
2020 RMR Challengers,2025-01-20 01:00:00,0.213
2020 RMR Challengers,2025-01-21 01:00:00,0.213
2020 RMR Challengers,2025-01-22 01:00:00,0.217
2020 RMR Challengers,2025-01-23 01:00:00,0.215
2020 RMR Challengers,2025-01-24 01:00:00,0.214
2020 RMR Challengers,2025-01-25 01:00:00,0.216
2020 RMR Challengers,2025-01-26 01:00:00,0.209
2020 RMR Challengers,2025-01-27 01:00:00,0.219
2020 RMR Challengers,2025-01-28 01:00:00,0.222
2020 RMR Challengers,2025-01-29 01:00:00,0.219
2020 RMR Challengers,2025-01-30 01:00:00,0.217
2020 RMR Challengers,2025-01-31 01:00:00,0.227
2020 RMR Challengers,2025-02-01 01:00:00,0.238
2020 RMR Challengers,2025-02-02 01:00:00,0.22
2020 RMR Challengers,2025-02-03 01:00:00,0.236
2020 RMR Challengers,2025-02-04 01:00:00,0.231
2020 RMR Challengers,2025-02-05 01:00:00,0.235
2020 RMR Challengers,2025-02-06 01:00:00,0.235
2020 RMR Challengers,2025-02-07 01:00:00,0.239
2020 RMR Challengers,2025-02-08 01:00:00,0.229
2020 RMR Challengers,2025-02-09 01:00:00,0.226
2020 RMR Challengers,2025-02-10 01:00:00,0.236
2020 RMR Challengers,2025-02-11 01:00:00,0.235
2020 RMR Challengers,2025-02-12 01:00:00,0.238
2020 RMR Challengers,2025-02-13 01:00:00,0.239
2020 RMR Challengers,2025-02-14 01:00:00,0.239
2020 RMR Challengers,2025-02-15 01:00:00,0.245
2020 RMR Challengers,2025-02-16 01:00:00,0.238
2020 RMR Challengers,2025-02-17 01:00:00,0.235
2020 RMR Challengers,2025-02-18 01:00:00,0.231
2020 RMR Challengers,2025-02-19 01:00:00,0.218
2020 RMR Challengers,2025-02-20 01:00:00,0.225
2020 RMR Challengers,2025-02-21 01:00:00,0.227
2020 RMR Challengers,2025-02-22 01:00:00,0.222
2020 RMR Challengers,2025-02-23 01:00:00,0.218
2020 RMR Challengers,2025-02-24 01:00:00,0.215
2020 RMR Challengers,2025-02-25 01:00:00,0.234
2020 RMR Challengers,2025-02-26 01:00:00,0.233
2020 RMR Challengers,2025-02-27 01:00:00,0.229
2020 RMR Challengers,2025-02-28 01:00:00,0.225
2020 RMR Challengers,2025-03-01 01:00:00,0.228
2020 RMR Challengers,2025-03-02 01:00:00,0.225
2020 RMR Challengers,2025-03-03 01:00:00,0.225
2020 RMR Challengers,2025-03-04 01:00:00,0.225
2020 RMR Challengers,2025-03-05 01:00:00,0.228
2020 RMR Challengers,2025-03-06 01:00:00,0.235
2020 RMR Challengers,2025-03-07 01:00:00,0.234
2020 RMR Challengers,2025-03-08 01:00:00,0.234
2020 RMR Challengers,2025-03-09 01:00:00,0.237
2020 RMR Challengers,2025-03-10 01:00:00,0.234
2020 RMR Challengers,2025-03-11 01:00:00,0.234
2020 RMR Challengers,2025-03-12 01:00:00,0.237
2020 RMR Challengers,2025-03-13 01:00:00,0.228
2020 RMR Challengers,2025-03-14 01:00:00,0.214
2020 RMR Challengers,2025-03-15 01:00:00,0.213
2020 RMR Challengers,2025-03-16 01:00:00,0.218
2020 RMR Challengers,2025-03-17 01:00:00,0.225
2020 RMR Challengers,2025-03-18 01:00:00,0.226
2020 RMR Challengers,2025-03-19 01:00:00,0.229
2020 RMR Challengers,2025-03-20 01:00:00,0.223
2020 RMR Challengers,2025-03-21 01:00:00,0.221
2020 RMR Challengers,2025-03-22 01:00:00,0.221
2020 RMR Challengers,2025-03-23 01:00:00,0.225
2020 RMR Challengers,2025-03-24 01:00:00,0.226
2020 RMR Challengers,2025-03-25 01:00:00,0.221
2020 RMR Challengers,2025-03-26 01:00:00,0.23
2020 RMR Challengers,2025-03-27 01:00:00,0.226
2020 RMR Challengers,2025-03-28 01:00:00,0.228
2020 RMR Challengers,2025-03-29 01:00:00,0.222
2020 RMR Challengers,2025-03-30 01:00:00,0.225
2020 RMR Challengers,2025-03-31 01:00:00,0.222
2020 RMR Challengers,2025-04-01 01:00:00,0.214
2020 RMR Challengers,2025-04-02 01:00:00,0.208
2020 RMR Challengers,2025-04-03 01:00:00,0.208
2020 RMR Challengers,2025-04-04 01:00:00,0.206
2020 RMR Challengers,2025-04-05 01:00:00,0.2
2020 RMR Challengers,2025-04-06 01:00:00,0.209
2020 RMR Challengers,2025-04-07 01:00:00,0.218
2020 RMR Challengers,2025-04-08 01:00:00,0.217
2020 RMR Challengers,2025-04-09 01:00:00,0.217
2020 RMR Challengers,2025-04-10 01:00:00,0.213
2020 RMR Challengers,2025-04-11 01:00:00,0.217
2020 RMR Challengers,2025-04-12 01:00:00,0.224
2020 RMR Challengers,2025-04-13 01:00:00,0.222
2020 RMR Challengers,2025-04-14 01:00:00,0.228
2020 RMR Challengers,2025-04-15 01:00:00,0.224
2020 RMR Challengers,2025-04-16 01:00:00,0.224
2020 RMR Challengers,2025-04-17 01:00:00,0.218
2020 RMR Challengers,2025-04-18 01:00:00,0.227
2020 RMR Challengers,2025-04-19 01:00:00,0.23
2020 RMR Challengers,2025-04-20 01:00:00,0.228
2020 RMR Challengers,2025-04-21 01:00:00,0.229
2020 RMR Challengers,2025-04-22 01:00:00,0.235
2020 RMR Challengers,2025-04-23 01:00:00,0.239
2020 RMR Challengers,2025-04-24 01:00:00,0.242
2020 RMR Challengers,2025-04-25 01:00:00,0.239
2020 RMR Challengers,2025-04-26 01:00:00,0.242
2020 RMR Challengers,2025-04-27 01:00:00,0.243
2020 RMR Challengers,2025-04-28 01:00:00,0.242
2020 RMR Challengers,2025-04-29 01:00:00,0.247
2020 RMR Challengers,2025-04-30 01:00:00,0.256
2020 RMR Challengers,2025-05-01 01:00:00,0.253
2020 RMR Challengers,2025-05-02 01:00:00,0.255
2020 RMR Challengers,2025-05-03 01:00:00,0.261
2020 RMR Challengers,2025-05-04 01:00:00,0.273
2020 RMR Challengers,2025-05-05 01:00:00,0.267
2020 RMR Challengers,2025-05-06 01:00:00,0.266
2020 RMR Challengers,2025-05-07 01:00:00,0.275
2020 RMR Challengers,2025-05-08 01:00:00,0.276
2020 RMR Challengers,2025-05-09 01:00:00,0.262
2020 RMR Challengers,2025-05-10 01:00:00,0.249
2020 RMR Challengers,2025-05-11 01:00:00,0.241
2020 RMR Challengers,2025-05-12 01:00:00,0.24
2020 RMR Challengers,2025-05-13 01:00:00,0.238
2020 RMR Challengers,2025-05-14 01:00:00,0.239
2020 RMR Challengers,2025-05-15 01:00:00,0.25
2020 RMR Challengers,2025-05-16 01:00:00,0.261
2020 RMR Challengers,2025-05-17 01:00:00,0.266
2020 RMR Challengers,2025-05-18 01:00:00,0.26
2020 RMR Challengers,2025-05-19 01:00:00,0.266
2020 RMR Challengers,2025-05-20 01:00:00,0.265
2020 RMR Challengers,2025-05-21 01:00:00,0.258
2020 RMR Challengers,2025-05-22 01:00:00,0.259
2020 RMR Challengers,2025-05-23 01:00:00,0.258
2020 RMR Challengers,2025-05-24 01:00:00,0.259
2020 RMR Challengers,2025-05-25 01:00:00,0.256
2020 RMR Challengers,2025-05-26 01:00:00,0.25
2020 RMR Challengers,2025-05-27 01:00:00,0.246
2020 RMR Challengers,2025-05-28 01:00:00,0.25
2020 RMR Challengers,2025-05-29 01:00:00,0.245
2020 RMR Challengers,2025-05-30 01:00:00,0.242
2020 RMR Challengers,2025-05-31 01:00:00,0.245
2020 RMR Challengers,2025-06-01 01:00:00,0.247
2020 RMR Challengers,2025-06-02 01:00:00,0.241
2020 RMR Challengers,2025-06-03 01:00:00,0.24
2020 RMR Challengers,2025-06-04 01:00:00,0.239
2020 RMR Challengers,2025-06-05 01:00:00,0.245
2020 RMR Challengers,2025-06-06 01:00:00,0.239
2020 RMR Challengers,2025-06-07 01:00:00,0.244
2020 RMR Challengers,2025-06-08 01:00:00,0.243
2020 RMR Challengers,2025-06-09 01:00:00,0.236
2020 RMR Challengers,2025-06-10 01:00:00,0.238
2020 RMR Challengers,2025-06-11 01:00:00,0.24
2020 RMR Challengers,2025-06-12 01:00:00,0.24
2020 RMR Challengers,2025-06-13 01:00:00,0.242
2020 RMR Challengers,2025-06-14 01:00:00,0.244
2020 RMR Challengers,2025-06-15 01:00:00,0.245
2020 RMR Challengers,2025-06-16 01:00:00,0.246
2020 RMR Challengers,2025-06-17 01:00:00,0.245
2020 RMR Challengers,2025-06-18 01:00:00,0.251
2020 RMR Challengers,2025-06-19 01:00:00,0.254
2020 RMR Challengers,2025-06-20 01:00:00,0.248
2020 RMR Challengers,2025-06-21 01:00:00,0.244
2020 RMR Challengers,2025-06-22 01:00:00,0.246
2020 RMR Challengers,2025-06-23 01:00:00,0.236
2020 RMR Challengers,2025-06-24 01:00:00,0.24
2020 RMR Challengers,2025-06-25 01:00:00,0.238
2020 RMR Challengers,2025-06-26 01:00:00,0.24
2020 RMR Challengers,2025-06-27 01:00:00,0.242
2020 RMR Challengers,2025-06-28 01:00:00,0.244
2020 RMR Challengers,2025-06-29 01:00:00,0.233
2020 RMR Challengers,2025-06-30 01:00:00,0.229
2020 RMR Challengers,2025-07-01 01:00:00,0.232
2020 RMR Challengers,2025-07-02 01:00:00,0.237
2020 RMR Challengers,2025-07-03 01:00:00,0.227
2020 RMR Challengers,2025-07-04 01:00:00,0.221
2020 RMR Challengers,2025-07-05 01:00:00,0.224
2020 RMR Challengers,2025-07-06 01:00:00,0.227
2020 RMR Challengers,2025-07-07 01:00:00,0.234
2020 RMR Challengers,2025-07-08 01:00:00,0.229
2020 RMR Challengers,2025-07-09 01:00:00,0.234
2020 RMR Challengers,2025-07-10 01:00:00,0.23
2020 RMR Challengers,2025-07-11 01:00:00,0.229
2020 RMR Challengers,2025-07-12 01:00:00,0.231
2020 RMR Challengers,2025-07-13 01:00:00,0.228
2020 RMR Challengers,2025-07-14 01:00:00,0.231
2020 RMR Challengers,2025-07-15 01:00:00,0.229
2020 RMR Challengers,2025-07-16 01:00:00,0.235
2020 RMR Challengers,2025-07-17 01:00:00,0.236
2020 RMR Challengers,2025-07-18 01:00:00,0.237
2020 RMR Challengers,2025-07-19 01:00:00,0.236
2020 RMR Challengers,2025-07-20 01:00:00,0.231
2020 RMR Challengers,2025-07-21 01:00:00,0.236
2020 RMR Challengers,2025-07-22 01:00:00,0.233
2020 RMR Challengers,2025-07-23 01:00:00,0.236
2020 RMR Challengers,2025-07-24 01:00:00,0.243
2020 RMR Challengers,2025-07-25 01:00:00,0.243
2020 RMR Challengers,2025-07-26 01:00:00,0.248
2020 RMR Challengers,2025-07-27 01:00:00,0.261
2020 RMR Challengers,2025-07-28 01:00:00,0.263
2020 RMR Challengers,2025-07-29 01:00:00,0.266
2020 RMR Challengers,2025-07-30 01:00:00,0.27
2020 RMR Challengers,2025-07-31 01:00:00,0.267
2020 RMR Challengers,2025-08-01 01:00:00,0.27
2020 RMR Challengers,2025-08-02 01:00:00,0.266
2020 RMR Challengers,2025-08-03 01:00:00,0.281
2020 RMR Challengers,2025-08-04 01:00:00,0.294
2020 RMR Challengers,2025-08-05 01:00:00,0.299
2020 RMR Challengers,2025-08-06 01:00:00,0.304
2020 RMR Challengers,2025-08-07 01:00:00,0.327
2020 RMR Challengers,2025-08-08 01:00:00,0.322
2020 RMR Challengers,2025-08-09 01:00:00,0.327
2020 RMR Challengers,2025-08-10 01:00:00,0.328
2020 RMR Challengers,2025-08-11 01:00:00,0.324
2020 RMR Challengers,2025-08-12 01:00:00,0.321
2020 RMR Challengers,2025-08-13 01:00:00,0.335
2020 RMR Challengers,2025-08-14 01:00:00,0.318
2020 RMR Challengers,2025-08-15 01:00:00,0.304
2020 RMR Challengers,2025-08-16 01:00:00,0.305
2020 RMR Challengers,2025-08-17 01:00:00,0.314
2020 RMR Challengers,2025-08-18 01:00:00,0.314
2020 RMR Challengers,2025-08-19 01:00:00,0.318
2020 RMR Challengers,2025-08-20 01:00:00,0.325
2020 RMR Challengers,2025-08-21 01:00:00,0.315
2020 RMR Challengers,2025-08-22 01:00:00,0.318
2020 RMR Challengers,2025-08-23 01:00:00,0.315
2020 RMR Challengers,2025-08-24 01:00:00,0.309
2020 RMR Challengers,2025-08-25 01:00:00,0.315
2020 RMR Challengers,2025-08-26 01:00:00,0.307
2020 RMR Challengers,2025-08-27 01:00:00,0.318
2020 RMR Challengers,2025-08-28 01:00:00,0.308
2020 RMR Challengers,2025-08-29 01:00:00,0.299
2020 RMR Challengers,2025-08-30 01:00:00,0.303
2020 RMR Challengers,2025-08-31 01:00:00,0.302
2020 RMR Challengers,2025-09-01 01:00:00,0.31
2020 RMR Challengers,2025-09-02 01:00:00,0.34
2020 RMR Challengers,2025-09-03 01:00:00,0.351
2020 RMR Challengers,2025-09-03 18:00:00,0.375
2020 RMR Challengers,2025-09-03 19:00:00,0.372
2020 RMR Challengers,2025-09-03 20:00:00,0.337
2020 RMR Challengers,2025-09-03 21:00:00,0.342
2020 RMR Challengers,2025-09-03 22:00:00,0.34
2020 RMR Challengers,2025-09-03 23:00:00,0.338
2020 RMR Challengers,2025-09-04 00:00:00,0.337
2020 RMR Challengers,2025-09-04 01:00:00,0.338
2020 RMR Challengers,2025-09-04 02:00:00,0.338
2020 RMR Challengers,2025-09-04 03:00:00,0.32
2020 RMR Challengers,2025-09-04 04:00:00,0.34
2020 RMR Challengers,2025-09-04 05:00:00,0.326
2020 RMR Challengers,2025-09-04 06:00:00,0.32
2020 RMR Challengers,2025-09-04 07:00:00,0.331
2020 RMR Challengers,2025-09-04 08:00:00,0.326
2020 RMR Challengers,2025-09-04 09:00:00,0.388
2020 RMR Challengers,2025-09-04 10:00:00,0.384
2020 RMR Challengers,2025-09-04 11:00:00,0.38
2020 RMR Challengers,2025-09-04 12:00:00,0.375
2020 RMR Challengers,2025-09-04 13:00:00,0.383
2020 RMR Challengers,2025-09-04 14:00:00,0.361
2020 RMR Challengers,2025-09-04 15:00:00,0.397
2020 RMR Challengers,2025-09-04 16:00:00,0.389
2020 RMR Challengers,2025-09-04 17:00:00,0.388
2020 RMR Challengers,2025-09-04 18:00:00,0.375
2020 RMR Challengers,2025-09-04 19:00:00,0.335
2020 RMR Challengers,2025-09-04 20:00:00,0.337
2020 RMR Challengers,2025-09-04 21:00:00,0.359
2020 RMR Challengers,2025-09-04 22:00:00,0.335
2020 RMR Challengers,2025-09-04 23:00:00,0.359
2020 RMR Challengers,2025-09-05 00:00:00,0.359
2020 RMR Challengers,2025-09-05 01:00:00,0.359
2020 RMR Challengers,2025-09-05 02:00:00,0.36
2020 RMR Challengers,2025-09-05 03:00:00,0.359
2020 RMR Challengers,2025-09-05 04:00:00,0.359
2020 RMR Challengers,2025-09-05 05:00:00,0.359
2020 RMR Challengers,2025-09-05 06:00:00,0.349
2020 RMR Challengers,2025-09-05 07:00:00,0.375
2020 RMR Challengers,2025-09-05 08:00:00,0.361
2020 RMR Challengers,2025-09-05 09:00:00,0.361
2020 RMR Challengers,2025-09-05 10:00:00,0.373
2020 RMR Challengers,2025-09-05 11:00:00,0.373
2020 RMR Challengers,2025-09-05 12:00:00,0.373
2020 RMR Challengers,2025-09-05 13:00:00,0.368
2020 RMR Challengers,2025-09-05 14:00:00,0.368
2020 RMR Challengers,2025-09-05 15:00:00,0.361
2020 RMR Challengers,2025-09-05 16:00:00,0.361
2020 RMR Challengers,2025-09-05 17:00:00,0.361
2020 RMR Challengers,2025-09-05 18:00:00,0.373
2020 RMR Challengers,2025-09-05 19:00:00,0.361
2020 RMR Challengers,2025-09-05 20:00:00,0.332
2020 RMR Challengers,2025-09-05 21:00:00,0.336
2020 RMR Challengers,2025-09-05 22:00:00,0.338
2020 RMR Challengers,2025-09-05 23:00:00,0.334
2020 RMR Challengers,2025-09-06 00:00:00,0.328
2020 RMR Challengers,2025-09-06 01:00:00,0.34
2020 RMR Challengers,2025-09-06 02:00:00,0.35
2020 RMR Challengers,2025-09-06 04:00:00,0.34
2020 RMR Challengers,2025-09-06 05:00:00,0.34
2020 RMR Challengers,2025-09-06 07:00:00,0.346
2020 RMR Challengers,2025-09-06 08:00:00,0.348
2020 RMR Challengers,2025-09-06 09:00:00,0.348
2020 RMR Challengers,2025-09-06 10:00:00,0.348
2020 RMR Challengers,2025-09-06 11:00:00,0.356
2020 RMR Challengers,2025-09-06 12:00:00,0.363
2020 RMR Challengers,2025-09-06 13:00:00,0.37
2020 RMR Challengers,2025-09-06 14:00:00,0.365
2020 RMR Challengers,2025-09-06 15:00:00,0.365
2020 RMR Challengers,2025-09-06 16:00:00,0.371
2020 RMR Challengers,2025-09-06 17:00:00,0.372
2020 RMR Challengers,2025-09-06 18:00:00,0.369
2020 RMR Challengers,2025-09-06 19:00:00,0.361
2020 RMR Challengers,2025-09-06 20:00:00,0.364
2020 RMR Challengers,2025-09-06 21:00:00,0.352
2020 RMR Challengers,2025-09-06 22:00:00,0.366
2020 RMR Challengers,2025-09-06 23:00:00,0.355
2020 RMR Challengers,2025-09-07 00:00:00,0.37
2020 RMR Challengers,2025-09-07 01:00:00,0.367
2020 RMR Challengers,2025-09-07 02:00:00,0.367
2020 RMR Challengers,2025-09-07 03:00:00,0.369
2020 RMR Challengers,2025-09-07 04:00:00,0.36
2020 RMR Challengers,2025-09-07 05:00:00,0.364
2020 RMR Challengers,2025-09-07 06:00:00,0.366
2020 RMR Challengers,2025-09-07 07:00:00,0.368
2020 RMR Challengers,2025-09-07 08:00:00,0.363
2020 RMR Challengers,2025-09-07 09:00:00,0.363
2020 RMR Challengers,2025-09-07 10:00:00,0.385
2020 RMR Challengers,2025-09-07 11:00:00,0.364
2020 RMR Challengers,2025-09-07 12:00:00,0.363
2020 RMR Challengers,2025-09-07 13:00:00,0.364
2020 RMR Challengers,2025-09-07 14:00:00,0.365
2020 RMR Challengers,2025-09-07 15:00:00,0.377
2020 RMR Challengers,2025-09-07 16:00:00,0.352
2020 RMR Challengers,2025-09-07 17:00:00,0.35
2020 RMR Challengers,2025-09-07 18:00:00,0.363
2020 RMR Challengers,2025-09-07 19:00:00,0.376
2020 RMR Challengers,2025-09-07 20:00:00,0.36
2020 RMR Challengers,2025-09-07 21:00:00,0.352
2020 RMR Challengers,2025-09-07 22:00:00,0.38
2020 RMR Challengers,2025-09-07 23:00:00,0.38
2020 RMR Challengers,2025-09-08 00:00:00,0.38
2020 RMR Challengers,2025-09-08 01:00:00,0.38
2020 RMR Challengers,2025-09-08 02:00:00,0.38
2020 RMR Challengers,2025-09-08 03:00:00,0.352
2020 RMR Challengers,2025-09-08 04:00:00,0.37
2020 RMR Challengers,2025-09-08 06:00:00,0.36
2020 RMR Challengers,2025-09-08 07:00:00,0.375
2020 RMR Challengers,2025-09-08 08:00:00,0.377
2020 RMR Challengers,2025-09-08 09:00:00,0.375
2020 RMR Challengers,2025-09-08 10:00:00,0.389
2020 RMR Challengers,2025-09-08 11:00:00,0.363
2020 RMR Challengers,2025-09-08 12:00:00,0.381
2020 RMR Challengers,2025-09-08 13:00:00,0.375
2020 RMR Challengers,2025-09-08 14:00:00,0.38
2020 RMR Challengers,2025-09-08 15:00:00,0.368
2020 RMR Challengers,2025-09-08 16:00:00,0.374
2020 RMR Challengers,2025-09-08 17:00:00,0.377
2020 RMR Challengers,2025-09-08 18:00:00,0.374
2020 RMR Challengers,2025-09-08 19:00:00,0.334
2020 RMR Challengers,2025-09-08 20:00:00,0.363
2020 RMR Challengers,2025-09-08 21:00:00,0.373
2020 RMR Challengers,2025-09-08 22:00:00,0.37
2020 RMR Challengers,2025-09-08 23:00:00,0.351
2020 RMR Challengers,2025-09-09 00:00:00,0.369
2020 RMR Challengers,2025-09-09 01:00:00,0.373
2020 RMR Challengers,2025-09-09 02:00:00,0.374
2020 RMR Challengers,2025-09-09 03:00:00,0.37
2020 RMR Challengers,2025-09-09 04:00:00,0.36
2020 RMR Challengers,2025-09-09 06:00:00,0.355
2020 RMR Challengers,2025-09-09 07:00:00,0.356
2020 RMR Challengers,2025-09-09 08:00:00,0.35
2020 RMR Challengers,2025-09-09 09:00:00,0.329
2020 RMR Challengers,2025-09-09 10:00:00,0.341
2020 RMR Challengers,2025-09-09 11:00:00,0.34
2020 RMR Challengers,2025-09-09 12:00:00,0.341
2020 RMR Challengers,2025-09-09 13:00:00,0.34
2020 RMR Challengers,2025-09-09 14:00:00,0.341
2020 RMR Challengers,2025-09-09 15:00:00,0.348
2020 RMR Challengers,2025-09-09 16:00:00,0.329
2020 RMR Challengers,2025-09-09 17:00:00,0.341
2020 RMR Challengers,2025-09-09 18:00:00,0.364
2020 RMR Challengers,2025-09-09 19:00:00,0.364
2020 RMR Challengers,2025-09-09 20:00:00,0.368
2020 RMR Challengers,2025-09-09 21:00:00,0.37
2020 RMR Challengers,2025-09-09 22:00:00,0.364
2020 RMR Challengers,2025-09-09 23:00:00,0.361
2020 RMR Challengers,2025-09-10 00:00:00,0.364
2020 RMR Challengers,2025-09-10 01:00:00,0.36
2020 RMR Challengers,2025-09-10 02:00:00,0.364
2020 RMR Challengers,2025-09-10 03:00:00,0.365
2020 RMR Challengers,2025-09-10 04:00:00,0.364
2020 RMR Challengers,2025-09-10 05:00:00,0.364
2020 RMR Challengers,2025-09-10 06:00:00,0.362
2020 RMR Challengers,2025-09-10 07:00:00,0.364
2020 RMR Challengers,2025-09-10 08:00:00,0.364
2020 RMR Challengers,2025-09-10 09:00:00,0.363
2020 RMR Challengers,2025-09-10 10:00:00,0.364
2020 RMR Challengers,2025-09-10 11:00:00,0.364
2020 RMR Challengers,2025-09-10 12:00:00,0.364
2020 RMR Challengers,2025-09-10 13:00:00,0.363
2020 RMR Challengers,2025-09-10 14:00:00,0.364
2020 RMR Challengers,2025-09-10 15:00:00,0.365
2020 RMR Challengers,2025-09-10 16:00:00,0.37
2020 RMR Challengers,2025-09-10 17:00:00,0.369
